countryname,countrycode,indicatorname,indicatorcode,year,value,happiness_rank_2015,target_groups
Kenya,KEN,Urban population,SP.URB.TOTL,2014,11304277.0000000000,125,Moderately Sad
Kenya,KEN,Urban population growth (annual %),SP.URB.GROW,2014,4.3129268671,125,Moderately Sad
Kenya,KEN,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,2014,55.1182436766,125,Moderately Sad
Kenya,KEN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2014,4.5400000000,125,Moderately Sad
Kenya,KEN,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2014,2.7566010499,125,Moderately Sad
Kenya,KEN,Population growth (annual %),SP.POP.GROW,2014,2.6441213959,125,Moderately Sad
Kenya,KEN,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,2014,42.1251552735,125,Moderately Sad
Kenya,KEN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2014,246.0000000000,125,Moderately Sad
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,6.8774980967,125,Moderately Sad
Kenya,KEN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,7.5220080033,125,Moderately Sad
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,5.3280577856,125,Moderately Sad
Kenya,KEN,Fixed telephone subscriptions,IT.MLT.MAIN,2014,179990.0000000000,125,Moderately Sad
Kenya,KEN,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,2014,8.0000000000,125,Moderately Sad
Kenya,KEN,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,2014,10.6000003815,125,Moderately Sad
Kenya,KEN,Rural population (% of total population),SP.RUR.TOTL.ZS,2014,74.8030000000,125,Moderately Sad
Kenya,KEN,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2014,51.3000000000,125,Moderately Sad
Kenya,KEN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2014,36.6000000000,125,Moderately Sad
Kenya,KEN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,73.8432480759,125,Moderately Sad
Kenya,KEN,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,0.3951830656,125,Moderately Sad
Kenya,KEN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2014,1.5496905032,125,Moderately Sad
Kuwait,KWT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,218.4302852441,39,Moderately Happy
Kuwait,KWT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2014,7.7000000000,39,Moderately Happy
Kuwait,KWT,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2014,9.0000000000,39,Moderately Happy
Kuwait,KWT,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2014,1.9462735148,39,Moderately Happy
Kuwait,KWT,Population growth (annual %),SP.POP.GROW,2014,4.3408509001,39,Moderately Happy
Kuwait,KWT,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,2014,22.4799307030,39,Moderately Happy
Kuwait,KWT,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,2014,75.5737957822,39,Moderately Happy
Kuwait,KWT,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2014,21.0000000000,39,Moderately Happy
Kuwait,KWT,Rural population (% of total population),SP.RUR.TOTL.ZS,2014,1.6740000000,39,Moderately Happy
Kuwait,KWT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2014,4.0000000000,39,Moderately Happy
Kuwait,KWT,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2014,0.0099749787,39,Moderately Happy
Kuwait,KWT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,2014,27.1552680092,39,Moderately Happy
Kuwait,KWT,Internet users (per 100 people),IT.NET.USER.P2,2014,78.7000000000,39,Moderately Happy
Kuwait,KWT,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,-4.1714313996,39,Moderately Happy
Kuwait,KWT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,2.9089009288,39,Moderately Happy
Kuwait,KWT,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,14.1979685409,39,Moderately Happy
Kuwait,KWT,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2014,23.1300000000,39,Moderately Happy
Kuwait,KWT,Urban population (% of total),SP.URB.TOTL.IN.ZS,2014,98.3260000000,39,Moderately Happy
Kuwait,KWT,Urban population growth (annual %),SP.URB.GROW,2014,4.3571215381,39,Moderately Happy
Kuwait,KWT,Urban population,SP.URB.TOTL,2014,3690294.0000000000,39,Moderately Happy
Kuwait,KWT,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2014,0.2969356351,39,Moderately Happy
Kuwait,KWT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,-1.6220334736,39,Moderately Happy
Kuwait,KWT,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,2014,2.4000000954,39,Moderately Happy
Kuwait,KWT,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,2014,3.0999999046,39,Moderately Happy
Kuwait,KWT,Fixed telephone subscriptions,IT.MLT.MAIN,2014,494000.0000000000,39,Moderately Happy
Kyrgyzstan,KGZ,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2014,142.0000000000,77,Apathetic
Kyrgyzstan,KGZ,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,2014,64.7182044956,77,Apathetic
Kyrgyzstan,KGZ,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,2014,31.0497077409,77,Apathetic
Kyrgyzstan,KGZ,Internet users (per 100 people),IT.NET.USER.P2,2014,28.3000000000,77,Apathetic
Kyrgyzstan,KGZ,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,7.9275200160,77,Apathetic
Kyrgyzstan,KGZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,7.5342472978,77,Apathetic
Kyrgyzstan,KGZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,3.6030361441,77,Apathetic
Kyrgyzstan,KGZ,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2014,2.8430627551,77,Apathetic
Kyrgyzstan,KGZ,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,7.8772234385,77,Apathetic
Kyrgyzstan,KGZ,Fixed telephone subscriptions,IT.MLT.MAIN,2014,443095.0000000000,77,Apathetic
Kyrgyzstan,KGZ,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2014,4.2320877635,77,Apathetic
Kyrgyzstan,KGZ,Population growth (annual %),SP.POP.GROW,2014,1.9838279778,77,Apathetic
Kyrgyzstan,KGZ,Rural population (% of total population),SP.RUR.TOTL.ZS,2014,64.4150000000,77,Apathetic
Kyrgyzstan,KGZ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,2014,42.5683685019,77,Apathetic
Kyrgyzstan,KGZ,Urban population growth (annual %),SP.URB.GROW,2014,2.2708574678,77,Apathetic
Kyrgyzstan,KGZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,2014,35.5850000000,77,Apathetic
Kyrgyzstan,KGZ,Urban population,SP.URB.TOTL,2014,2076100.0000000000,77,Apathetic
Kyrgyzstan,KGZ,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,2014,7.3000001907,77,Apathetic
Kyrgyzstan,KGZ,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,2014,9.1000003815,77,Apathetic
Kyrgyzstan,KGZ,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2014,22.6000000000,77,Apathetic
Kyrgyzstan,KGZ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2014,20.1000000000,77,Apathetic
Kyrgyzstan,KGZ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,134.4608681044,77,Apathetic
Kyrgyzstan,KGZ,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2014,77.0000000000,77,Apathetic
Kyrgyzstan,KGZ,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2014,0.2642816004,77,Apathetic
Kyrgyzstan,KGZ,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2014,6.3000000000,77,Apathetic
Laos,LAO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,4.1352263701,99,Moderately Sad
Laos,LAO,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2014,189.0000000000,99,Moderately Sad
Laos,LAO,Rural population (% of total population),SP.RUR.TOTL.ZS,2014,62.4490000000,99,Moderately Sad
Laos,LAO,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,-0.3037633979,99,Moderately Sad
Laos,LAO,Fixed telephone subscriptions,IT.MLT.MAIN,2014,920756.0000000000,99,Moderately Sad
Laos,LAO,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,13.3557138294,99,Moderately Sad
Laos,LAO,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2014,6.0084709855,99,Moderately Sad
Laos,LAO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,7.5152701228,99,Moderately Sad
Laos,LAO,Population growth (annual %),SP.POP.GROW,2014,1.6476769185,99,Moderately Sad
Laos,LAO,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2014,5.0300000000,99,Moderately Sad
Laos,LAO,Urban population,SP.URB.TOTL,2014,2511899.0000000000,99,Moderately Sad
Laos,LAO,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2014,0.7280845516,99,Moderately Sad
Laos,LAO,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2014,213.0000000000,99,Moderately Sad
Laos,LAO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,66.9933325578,99,Moderately Sad
Laos,LAO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2014,52.3000000000,99,Moderately Sad
Laos,LAO,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2014,69.1000000000,99,Moderately Sad
Laos,LAO,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2014,3.7741766702,99,Moderately Sad
Laos,LAO,Urban population growth (annual %),SP.URB.GROW,2014,4.5714063770,99,Moderately Sad
Laos,LAO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2014,37.5510000000,99,Moderately Sad
Laos,LAO,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,2014,1.6000000238,99,Moderately Sad
Laos,LAO,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,2014,1.2000000477,99,Moderately Sad
Laos,LAO,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,2014,61.1248561135,99,Moderately Sad
Laos,LAO,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,2014,35.1009672163,99,Moderately Sad
Laos,LAO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,2014,49.9475799587,99,Moderately Sad
Laos,LAO,Internet users (per 100 people),IT.NET.USER.P2,2014,14.2600000000,99,Moderately Sad
Latvia,LVA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,2.3592052175,89,Apathetic
Latvia,LVA,Fixed telephone subscriptions,IT.MLT.MAIN,2014,387000.0000000000,89,Apathetic
Latvia,LVA,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,18.9602623277,89,Apathetic
Latvia,LVA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2014,2.8069286672,89,Apathetic
Latvia,LVA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2014,18.0000000000,89,Apathetic
Latvia,LVA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,124.1970671855,89,Apathetic
Latvia,LVA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2014,7.2000000000,89,Apathetic
Latvia,LVA,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2014,8.2000000000,89,Apathetic
Latvia,LVA,Population growth (annual %),SP.POP.GROW,2014,-1.1139766029,89,Apathetic
Latvia,LVA,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,2014,14.6287186695,89,Apathetic
Latvia,LVA,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,2014,66.1111597031,89,Apathetic
Latvia,LVA,Rural population (% of total population),SP.RUR.TOTL.ZS,2014,32.5790000000,89,Apathetic
Latvia,LVA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2014,49.0000000000,89,Apathetic
Latvia,LVA,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2014,19.2601216274,89,Apathetic
Latvia,LVA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,2014,49.9427912092,89,Apathetic
Latvia,LVA,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2014,0.0278697999,89,Apathetic
Latvia,LVA,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,2014,9.3000001907,89,Apathetic
Latvia,LVA,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,2014,10.6999998093,89,Apathetic
Latvia,LVA,Urban population,SP.URB.TOTL,2014,1341915.0000000000,89,Apathetic
Latvia,LVA,Internet users (per 100 people),IT.NET.USER.P2,2014,75.8300000000,89,Apathetic
Latvia,LVA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2014,67.4210000000,89,Apathetic
Latvia,LVA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2014,4.9800000000,89,Apathetic
Latvia,LVA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,0.6310570205,89,Apathetic
Latvia,LVA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,1.2058186997,89,Apathetic
Latvia,LVA,Urban population growth (annual %),SP.URB.GROW,2014,-1.1955094463,89,Apathetic
Lebanon,LBN,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,2014,24.0565556968,103,Moderately Sad
Lebanon,LBN,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,2014,67.8104936195,103,Moderately Sad
Lebanon,LBN,Urban population,SP.URB.TOTL,2014,3986157.0000000000,103,Moderately Sad
Lebanon,LBN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2014,87.6700000000,103,Moderately Sad
Lebanon,LBN,Urban population growth (annual %),SP.URB.GROW,2014,1.3192495646,103,Moderately Sad
Lebanon,LBN,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2014,8.1329506837,103,Moderately Sad
Lebanon,LBN,Population growth (annual %),SP.POP.GROW,2014,1.1799860193,103,Moderately Sad
Lebanon,LBN,Internet users (per 100 people),IT.NET.USER.P2,2014,74.7000000000,103,Moderately Sad
Lebanon,LBN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,2014,24.5446443339,103,Moderately Sad
Lebanon,LBN,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2014,0.0288273700,103,Moderately Sad
Lebanon,LBN,Rural population (% of total population),SP.RUR.TOTL.ZS,2014,12.3300000000,103,Moderately Sad
Lebanon,LBN,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,2014,11.0000000000,103,Moderately Sad
Lebanon,LBN,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,2014,5.0000000000,103,Moderately Sad
Lebanon,LBN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2014,14.9200000000,103,Moderately Sad
Lebanon,LBN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2014,16.0000000000,103,Moderately Sad
Lebanon,LBN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,0.7497186112,103,Moderately Sad
Lebanon,LBN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,1.0863938702,103,Moderately Sad
Lebanon,LBN,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,19.4470343224,103,Moderately Sad
Lebanon,LBN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,2.0000000000,103,Moderately Sad
Lebanon,LBN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2014,16.0000000000,103,Moderately Sad
Lebanon,LBN,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2014,8.6000000000,103,Moderately Sad
Lebanon,LBN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2014,7.3000000000,103,Moderately Sad
Lebanon,LBN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,88.3477845166,103,Moderately Sad
Lebanon,LBN,Fixed telephone subscriptions,IT.MLT.MAIN,2014,965723.0000000000,103,Moderately Sad
Lebanon,LBN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2014,6.4587238879,103,Moderately Sad
Lesotho,LSO,Urban population,SP.URB.TOTL,2014,565033.0000000000,97,Moderately Sad
Lesotho,LSO,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2014,4.5000000000,97,Moderately Sad
Lesotho,LSO,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2014,4.1720616898,97,Moderately Sad
Lesotho,LSO,Population growth (annual %),SP.POP.GROW,2014,1.2468859797,97,Moderately Sad
Lesotho,LSO,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,2014,36.3184188106,97,Moderately Sad
Lesotho,LSO,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,2014,59.5095194996,97,Moderately Sad
Lesotho,LSO,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,2014,32.0999984741,97,Moderately Sad
Lesotho,LSO,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,2014,21.2999992371,97,Moderately Sad
Lesotho,LSO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2014,26.7890000000,97,Moderately Sad
Lesotho,LSO,Urban population growth (annual %),SP.URB.GROW,2014,3.1994846118,97,Moderately Sad
Lesotho,LSO,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2014,1.7164425415,97,Moderately Sad
Lesotho,LSO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,2014,45.6465409626,97,Moderately Sad
Lesotho,LSO,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2014,513.0000000000,97,Moderately Sad
Lesotho,LSO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,101.8983929047,97,Moderately Sad
Lesotho,LSO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2014,70.5000000000,97,Moderately Sad
Lesotho,LSO,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2014,92.0000000000,97,Moderately Sad
Lesotho,LSO,Rural population (% of total population),SP.RUR.TOTL.ZS,2014,73.2110000000,97,Moderately Sad
Lesotho,LSO,Internet users (per 100 people),IT.NET.USER.P2,2014,11.0000000000,97,Moderately Sad
Lesotho,LSO,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2014,852.0000000000,97,Moderately Sad
Lesotho,LSO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,5.3403616771,97,Moderately Sad
Lesotho,LSO,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,6.6574949560,97,Moderately Sad
Lesotho,LSO,Fixed telephone subscriptions,IT.MLT.MAIN,2014,51173.0000000000,97,Moderately Sad
Lesotho,LSO,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,2.4397011506,97,Moderately Sad
Lesotho,LSO,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2014,2.1327545738,97,Moderately Sad
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,3.6390827517,97,Moderately Sad
Liberia,LBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,9.8263580432,116,Moderately Sad
Liberia,LBR,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2014,741.0000000000,116,Moderately Sad
Liberia,LBR,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2014,3.6794075198,116,Moderately Sad
Liberia,LBR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,2014,47.4085931775,116,Moderately Sad
Liberia,LBR,Internet users (per 100 people),IT.NET.USER.P2,2014,5.4100000000,116,Moderately Sad
Liberia,LBR,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,2.9018789944,116,Moderately Sad
Liberia,LBR,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2014,308.0000000000,116,Moderately Sad
Liberia,LBR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2014,3.7900000000,116,Moderately Sad
Liberia,LBR,Urban population growth (annual %),SP.URB.GROW,2014,3.1553771945,116,Moderately Sad
Liberia,LBR,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2014,3.0204337306,116,Moderately Sad
Liberia,LBR,Population growth (annual %),SP.POP.GROW,2014,2.3674083367,116,Moderately Sad
Liberia,LBR,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,2014,42.6117363735,116,Moderately Sad
Liberia,LBR,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,2014,54.3678298959,116,Moderately Sad
Liberia,LBR,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,2014,3.9000000954,116,Moderately Sad
Liberia,LBR,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,2014,3.7000000477,116,Moderately Sad
Liberia,LBR,Urban population,SP.URB.TOTL,2014,2167853.0000000000,116,Moderately Sad
Liberia,LBR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2014,49.3080000000,116,Moderately Sad
Liberia,LBR,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2014,72.9000000000,116,Moderately Sad
Liberia,LBR,Fixed telephone subscriptions,IT.MLT.MAIN,2014,10040.0000000000,116,Moderately Sad
Liberia,LBR,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,0.2283440982,116,Moderately Sad
Liberia,LBR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2014,18.0311756772,116,Moderately Sad
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,0.5000000000,116,Moderately Sad
Liberia,LBR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,73.3534491444,116,Moderately Sad
Liberia,LBR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2014,54.7000000000,116,Moderately Sad
Liberia,LBR,Rural population (% of total population),SP.RUR.TOTL.ZS,2014,50.6920000000,116,Moderately Sad
Libya,LBY,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2014,9.0000000000,63,Moderately Happy
Libya,LBY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,161.1206098648,63,Moderately Happy
Libya,LBY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2014,11.9000000000,63,Moderately Happy
Libya,LBY,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,2014,29.6702627775,63,Moderately Happy
Libya,LBY,Population growth (annual %),SP.POP.GROW,2014,-0.1118246219,63,Moderately Happy
Libya,LBY,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2014,4.4601008726,63,Moderately Happy
Libya,LBY,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2014,13.9000000000,63,Moderately Happy
Libya,LBY,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,2014,65.8696363499,63,Moderately Happy
Libya,LBY,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2014,40.0000000000,63,Moderately Happy
Libya,LBY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,2014,28.3647353066,63,Moderately Happy
Libya,LBY,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2014,0.0239972605,63,Moderately Happy
Libya,LBY,Internet users (per 100 people),IT.NET.USER.P2,2014,17.7600000000,63,Moderately Happy
Libya,LBY,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,-17.3110142045,63,Moderately Happy
Libya,LBY,Urban population,SP.URB.TOTL,2014,4904477.0000000000,63,Moderately Happy
Libya,LBY,Urban population growth (annual %),SP.URB.GROW,2014,0.1296595095,63,Moderately Happy
Libya,LBY,Urban population (% of total),SP.URB.TOTL.IN.ZS,2014,78.3590000000,63,Moderately Happy
Libya,LBY,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,2014,15.6000003815,63,Moderately Happy
Libya,LBY,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,2014,28.1000003815,63,Moderately Happy
Libya,LBY,Rural population (% of total population),SP.RUR.TOTL.ZS,2014,21.6410000000,63,Moderately Happy
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,-24.0000000000,63,Moderately Happy
Libya,LBY,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2014,0.1215281757,63,Moderately Happy
Libya,LBY,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,11.2961609044,63,Moderately Happy
Libya,LBY,Fixed telephone subscriptions,IT.MLT.MAIN,2014,706400.0000000000,63,Moderately Happy
Libya,LBY,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2014,9.7900000000,63,Moderately Happy
Lithuania,LTU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,1.1712497693,56,Moderately Happy
Lithuania,LTU,Internet users (per 100 people),IT.NET.USER.P2,2014,72.1300000000,56,Moderately Happy
Lithuania,LTU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2014,0.1064941373,56,Moderately Happy
Lithuania,LTU,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2014,62.0000000000,56,Moderately Happy
Lithuania,LTU,Urban population (% of total),SP.URB.TOTL.IN.ZS,2014,66.5220000000,56,Moderately Happy
Lithuania,LTU,Urban population growth (annual %),SP.URB.GROW,2014,-1.0117765086,56,Moderately Happy
Lithuania,LTU,Urban population,SP.URB.TOTL,2014,1948644.0000000000,56,Moderately Happy
Lithuania,LTU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,2014,50.0883061558,56,Moderately Happy
Lithuania,LTU,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,2014,14.4537263122,56,Moderately Happy
Lithuania,LTU,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2014,18.6047851102,56,Moderately Happy
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,3.0324699846,56,Moderately Happy
